Order_ID,Batch_Number,Product_Name,Category,Dosage_Form,Manufacturer,Warehouse,Hospital_Client,City,Logistics_Company,Order_Date,Dispatch_Date,Delivery_Date,Days_To_Deliver,Delivery_Status,Quantity_Units,Unit_Price_EUR,Total_Value_EUR,Discount_Percentage,Final_Value_EUR,Payment_Status,Cold_Chain_Required,Temperature_Zone,Damage_Reported,Return_Reason,Expiry_Date,Stock_Level,Reorder_Point,Lead_Time_Days,Compliance_Status
ORD000348,BATCH00348,Ibuprofen 400mg,Anti-inflammatory,Tablet,Merck,Munich Hub,Dresden Hospital,Munich,BioLogistics GmbH,16-08-2022,18-08-2022,21-08-2022,5,Delivered,2463,233.74,575701.62,18.7,468045.42,Paid,No,Ambient (15-25°C),No,Not Applicable,16-03-2027,28082,3149,5,Compliant
ORD000349,BATCH00349,Ibuprofen 400mg,Anti-inflammatory,Tablet,Johnson & Johnson,Leipzig Store,Berlin University Hospital,Leipzig,MedExpress,13-11-2023,14-11-2023,00-01-1900,Not Applicable,Returned,2165,477.83,1034501.95,5.3,979673.35,Overdue,No,Ambient (15-25°C),No,Wrong Item,03-05-2027,25831,1961,11,Non-Compliant
ORD000350,BATCH00350,Metformin 500mg,Diabetes,Tablet,Roche,Stuttgart Center,Dresden Hospital,Stuttgart,FedEx Health,23-06-2024,26-06-2024,27-06-2024,4,Delivered,335,36.92,12368.2,11.4,10958.23,Pending,No,Ambient (15-25°C),Yes,Not Applicable,18-11-2026,9855,507,1,Non-Compliant
ORD000351,BATCH00351,Insulin Glargine,Diabetes,Injection,Roche,Cologne Warehouse,Cologne Medical Hub,Cologne,MedExpress,21-11-2024,25-11-2024,29-11-2024,8,Delivered,3622,202.25,732549.5,14.6,625597.27,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,13-04-2026,25293,4449,2,Under Review
ORD000352,BATCH00352,Losartan 50mg,Hypertension,Tablet,Abbott,Hamburg Port,Stuttgart Health Center,Hamburg,MedExpress,05-07-2022,08-07-2022,13-07-2022,8,Delivered,2835,40.69,115356.15,9.2,104743.38,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,17-02-2025,2677,3647,11,Compliant
ORD000353,BATCH00353,Salbutamol Inhaler,Respiratory,Inhaler,Bayer,Berlin Central,Cologne Medical Hub,Berlin,MedExpress,15-06-2024,17-06-2024,19-06-2024,4,Delivered,342,96.95,33156.9,14.4,28382.31,Paid,No,Ambient (15-25°C),No,Not Applicable,11-10-2028,35525,3020,8,Under Review
ORD000354,BATCH00354,Morphine 10mg,Pain Relief,Injection,Pfizer,Berlin Central,Cologne Medical Hub,Berlin,DHL Medical,29-03-2022,02-04-2022,11-04-2022,13,Delayed,1784,403.65,720111.6,13.3,624336.76,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,22-10-2025,9861,2408,2,Compliant
ORD000355,BATCH00355,Atorvastatin 10mg,Cholesterol,Tablet,GSK,Cologne Warehouse,Berlin University Hospital,Cologne,MedExpress,13-05-2023,15-05-2023,16-05-2023,3,Delivered,1461,316.51,462421.11,18.1,378722.89,Overdue,No,Ambient (15-25°C),No,Not Applicable,27-11-2024,4291,1371,2,Non-Compliant
ORD000356,BATCH00356,Prednisolone 5mg,Steroid,Tablet,Merck,Munich Hub,Munich Clinic,Munich,FedEx Health,22-11-2023,26-11-2023,00-01-1900,Not Applicable,Returned,2706,60.84,164633.04,13.7,142078.31,Paid,No,Ambient (15-25°C),No,Wrong Item,13-12-2027,38968,1920,6,Compliant
ORD000357,BATCH00357,Metformin 500mg,Diabetes,Tablet,Johnson & Johnson,Munich Hub,Dresden Hospital,Munich,FedEx Health,07-02-2025,09-02-2025,24-02-2025,17,Delayed,2045,462.87,946569.15,0.8,938996.6,Paid,No,Refrigerated (2-8°C),No,Not Applicable,30-08-2026,1124,4489,2,Compliant
ORD000358,BATCH00358,Paracetamol 500mg,Pain Relief,Tablet,Roche,Berlin Central,Bremen Health Institute,Berlin,UPS Pharma,01-09-2024,03-09-2024,00-01-1900,Not Applicable,Returned,1738,71.97,125083.86,5.4,118329.33,Overdue,No,Ambient (15-25°C),No,Wrong Item,11-03-2028,45429,808,10,Compliant
ORD000359,BATCH00359,Dexamethasone 4mg,Steroid,Tablet,Merck,Berlin Central,Stuttgart Health Center,Berlin,UPS Pharma,10-01-2022,15-01-2022,00-01-1900,Not Applicable,Returned,1980,96.36,190792.8,19.7,153206.62,Pending,No,Refrigerated (2-8°C),No,Wrong Item,24-07-2023,41155,2204,5,Compliant
ORD000360,BATCH00360,Cetirizine 10mg,Allergy,Tablet,Novartis,Leipzig Store,Hamburg Medical Center,Leipzig,BioLogistics GmbH,15-10-2024,17-10-2024,Cancelled,Not Applicable,Cancelled,1358,335.24,455255.92,0.9,451158.62,Pending,No,Ambient (15-25°C),No,Not Applicable,27-05-2029,16574,3238,10,Non-Compliant
ORD000361,BATCH00361,Amoxicillin 250mg,Antibiotic,Capsule,Novartis,Cologne Warehouse,Berlin University Hospital,Cologne,ColdChain Logistics,20-11-2022,21-11-2022,25-11-2022,5,Delivered,4268,58.47,249549.96,17.9,204880.52,Pending,No,Refrigerated (2-8°C),No,Not Applicable,18-05-2026,13125,3168,4,Compliant
ORD000362,BATCH00362,Lisinopril 10mg,Hypertension,Tablet,AstraZeneca,Berlin Central,Frankfurt General Hospital,Berlin,BioLogistics GmbH,14-02-2023,18-02-2023,00-01-1900,Not Applicable,Returned,1857,37.23,69136.11,11.7,61047.19,Paid,No,Ambient (15-25°C),No,Quality Issue,04-06-2024,25484,3559,3,Non-Compliant
ORD000363,BATCH00363,Cetirizine 10mg,Allergy,Tablet,Abbott,Hamburg Port,Frankfurt General Hospital,Hamburg,UPS Pharma,07-03-2022,12-03-2022,13-03-2022,6,Delivered,2348,68.68,161260.64,17,133846.33,Paid,No,Ambient (15-25°C),No,Not Applicable,01-10-2025,14508,2917,10,Compliant
ORD000364,BATCH00364,Prednisolone 5mg,Steroid,Tablet,Roche,Stuttgart Center,Hanover Medical Center,Stuttgart,FedEx Health,23-04-2024,28-04-2024,02-05-2024,9,Delivered,1823,295.99,539589.77,16.7,449478.28,Paid,No,Ambient (15-25°C),No,Not Applicable,15-11-2026,16341,3181,7,Under Review
ORD000365,BATCH00365,Azithromycin 500mg,Antibiotic,Tablet,Merck,Munich Hub,Bremen Health Institute,Munich,DHL Medical,01-04-2022,02-04-2022,00-01-1900,Not Applicable,Returned,3905,366.87,1432627.35,10.1,1287931.99,Pending,No,Refrigerated (2-8°C),No,Damaged,19-08-2025,32559,2470,2,Under Review
ORD000366,BATCH00366,Paracetamol 500mg,Pain Relief,Tablet,Bayer,Munich Hub,Hamburg Medical Center,Munich,UPS Pharma,05-05-2023,06-05-2023,Not Delivered Yet,Not Applicable,Pending,180,240.15,43227,6.1,40590.15,Overdue,No,Ambient (15-25°C),No,Not Applicable,13-04-2028,1699,4226,8,Compliant
ORD000367,BATCH00367,Vitamin D3 1000IU,Supplement,Tablet,Roche,Leipzig Store,Cologne Medical Hub,Leipzig,BioLogistics GmbH,03-01-2022,04-01-2022,Cancelled,Not Applicable,Cancelled,3202,446.77,1430557.54,6.7,1334710.18,Paid,No,Ambient (15-25°C),No,Not Applicable,10-03-2023,45847,4943,10,Compliant
ORD000368,BATCH00368,Ibuprofen 400mg,Anti-inflammatory,Tablet,Merck,Hamburg Port,Berlin University Hospital,Hamburg,ColdChain Logistics,16-04-2022,17-04-2022,01-05-2022,15,Delayed,3044,232.94,709069.36,0.8,703396.81,Paid,No,Ambient (15-25°C),No,Not Applicable,05-05-2025,36849,2177,3,Compliant
ORD000369,BATCH00369,Azithromycin 500mg,Antibiotic,Tablet,Sanofi,Berlin Central,Nuremberg Clinic,Berlin,BioLogistics GmbH,07-04-2023,10-04-2023,Not Delivered Yet,Not Applicable,In Transit,2939,449.02,1319669.78,10.1,1186383.13,Paid,No,Ambient (15-25°C),No,Not Applicable,20-08-2026,22724,4206,8,Under Review
ORD000370,BATCH00370,Ciprofloxacin 500mg,Antibiotic,Tablet,Novartis,Frankfurt Depot,Hanover Medical Center,Frankfurt,BioLogistics GmbH,14-07-2024,19-07-2024,Not Delivered Yet,Not Applicable,Pending,3065,400.05,1226153.25,18.9,994410.29,Pending,No,Ambient (15-25°C),No,Not Applicable,25-11-2025,5821,1156,7,Compliant
ORD000371,BATCH00371,Salbutamol Inhaler,Respiratory,Inhaler,Novartis,Berlin Central,Hamburg Medical Center,Berlin,UPS Pharma,31-10-2022,04-11-2022,06-11-2022,6,Delivered,1723,260.58,448979.34,12.5,392856.92,Overdue,No,Ambient (15-25°C),No,Not Applicable,22-06-2025,8752,4382,6,Non-Compliant
ORD000372,BATCH00372,Morphine 10mg,Pain Relief,Injection,Pfizer,Hamburg Port,Frankfurt General Hospital,Hamburg,DHL Medical,21-04-2023,26-04-2023,02-05-2023,11,Delivered,2801,206.14,577398.14,6.9,537557.67,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,04-12-2027,38986,4843,14,Under Review
ORD000373,BATCH00373,Morphine 10mg,Pain Relief,Injection,GSK,Hamburg Port,Bremen Health Institute,Hamburg,FedEx Health,18-12-2022,21-12-2022,Not Delivered Yet,Not Applicable,Pending,1907,242.38,462218.66,19.4,372548.24,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,23-03-2024,29979,1862,10,Compliant
ORD000374,BATCH00374,Losartan 50mg,Hypertension,Tablet,Johnson & Johnson,Munich Hub,Hamburg Medical Center,Munich,BioLogistics GmbH,27-11-2022,29-11-2022,30-11-2022,3,Delivered,387,496.89,192296.43,11.5,170182.34,Paid,No,Ambient (15-25°C),No,Not Applicable,17-05-2026,36963,784,11,Compliant
ORD000375,BATCH00375,Warfarin 5mg,Blood Thinner,Tablet,Roche,Hamburg Port,Nuremberg Clinic,Hamburg,ColdChain Logistics,28-12-2024,31-12-2024,01-01-2025,4,Delivered,254,202.58,51455.32,10,46309.79,Paid,No,Ambient (15-25°C),No,Not Applicable,21-10-2026,381,4974,9,Compliant
ORD000376,BATCH00376,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Hamburg Port,Bremen Health Institute,Hamburg,BioLogistics GmbH,03-03-2025,07-03-2025,10-03-2025,7,Delivered,970,365.95,354971.5,18,291076.63,Paid,No,Refrigerated (2-8°C),No,Not Applicable,13-12-2026,1725,3790,10,Compliant
ORD000377,BATCH00377,Morphine 10mg,Pain Relief,Injection,Abbott,Berlin Central,Cologne Medical Hub,Berlin,DHL Medical,09-04-2025,14-04-2025,Not Delivered Yet,Not Applicable,In Transit,1869,390.75,730311.75,15.3,618574.05,Overdue,Yes,Refrigerated (2-8°C),Yes,Not Applicable,14-05-2027,29293,1215,9,Non-Compliant
ORD000378,BATCH00378,Cetirizine 10mg,Allergy,Tablet,GSK,Hamburg Port,Bremen Health Institute,Hamburg,ColdChain Logistics,10-01-2024,14-01-2024,16-01-2024,6,Delivered,3553,185.13,657766.89,7.5,608434.37,Pending,No,Ambient (15-25°C),No,Not Applicable,14-08-2026,36867,1217,4,Non-Compliant
ORD000379,BATCH00379,COVID-19 Vaccine,Vaccine,Injection,GSK,Hamburg Port,Hamburg Medical Center,Hamburg,BioLogistics GmbH,28-04-2024,30-04-2024,00-01-1900,Not Applicable,Returned,4860,299.17,1453966.2,2.9,1411801.18,Paid,Yes,Refrigerated (2-8°C),No,Expired,09-01-2027,38810,3578,2,Compliant
ORD000380,BATCH00380,COVID-19 Vaccine,Vaccine,Injection,Johnson & Johnson,Frankfurt Depot,Hamburg Medical Center,Frankfurt,ColdChain Logistics,09-03-2025,11-03-2025,Cancelled,Not Applicable,Cancelled,1682,93.41,157115.62,7.6,145174.83,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,16-04-2029,38452,2989,8,Under Review
ORD000381,BATCH00381,Morphine 10mg,Pain Relief,Injection,AstraZeneca,Berlin Central,Berlin University Hospital,Berlin,FedEx Health,07-09-2023,11-09-2023,Not Delivered Yet,Not Applicable,Pending,1067,327.08,348994.36,17.9,286524.37,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,08-01-2027,1964,1477,13,Compliant
ORD000382,BATCH00382,Dexamethasone 4mg,Steroid,Tablet,Novartis,Stuttgart Center,Cologne Medical Hub,Stuttgart,ColdChain Logistics,04-03-2025,08-03-2025,Cancelled,Not Applicable,Cancelled,2162,314.18,679257.16,9.5,614727.73,Overdue,No,Ambient (15-25°C),No,Not Applicable,23-01-2030,1249,2626,3,Under Review
ORD000383,BATCH00383,Amoxicillin 250mg,Antibiotic,Capsule,Roche,Hamburg Port,Nuremberg Clinic,Hamburg,BioLogistics GmbH,02-01-2024,04-01-2024,05-01-2024,3,Delivered,2283,180.9,412994.7,12.7,360544.37,Overdue,No,Ambient (15-25°C),No,Not Applicable,31-12-2026,41973,1129,9,Compliant
ORD000384,BATCH00384,Omeprazole 20mg,Gastric,Capsule,Novartis,Stuttgart Center,Hamburg Medical Center,Stuttgart,ColdChain Logistics,10-10-2023,13-10-2023,25-10-2023,15,Delayed,3019,48.37,146029.03,11.6,129089.66,Paid,No,Ambient (15-25°C),No,Not Applicable,30-07-2025,24545,4472,7,Compliant
ORD000385,BATCH00385,Omeprazole 20mg,Gastric,Capsule,Novartis,Munich Hub,Hamburg Medical Center,Munich,ColdChain Logistics,21-01-2023,26-01-2023,Not Delivered Yet,Not Applicable,In Transit,4356,423.11,1843067.16,14.3,1579508.56,Paid,No,Ambient (15-25°C),No,Not Applicable,29-12-2027,7739,1575,1,Non-Compliant
ORD000386,BATCH00386,Warfarin 5mg,Blood Thinner,Tablet,Johnson & Johnson,Cologne Warehouse,Cologne Medical Hub,Cologne,FedEx Health,07-12-2024,10-12-2024,Cancelled,Not Applicable,Cancelled,1460,355.09,518431.4,0.6,515320.81,Paid,No,Ambient (15-25°C),No,Not Applicable,06-08-2026,45191,2356,5,Compliant
ORD000387,BATCH00387,Cetirizine 10mg,Allergy,Tablet,Roche,Berlin Central,Dresden Hospital,Berlin,BioLogistics GmbH,09-06-2022,10-06-2022,17-06-2022,8,Delivered,4017,378.79,1521599.43,0.9,1507905.04,Overdue,No,Ambient (15-25°C),No,Not Applicable,15-01-2024,38974,985,8,Compliant
ORD000388,BATCH00388,Insulin Glargine,Diabetes,Injection,Pfizer,Berlin Central,Stuttgart Health Center,Berlin,BioLogistics GmbH,17-07-2022,18-07-2022,23-07-2022,6,Delivered,1732,294.01,509225.32,4,488856.31,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,20-04-2027,9639,2772,10,Compliant
ORD000389,BATCH00389,Warfarin 5mg,Blood Thinner,Tablet,Roche,Leipzig Store,Hanover Medical Center,Leipzig,BioLogistics GmbH,31-10-2024,05-11-2024,Not Delivered Yet,Not Applicable,In Transit,609,50,30450,11.6,26917.8,Paid,No,Refrigerated (2-8°C),No,Not Applicable,28-11-2025,18571,1907,13,Under Review
ORD000390,BATCH00390,Paracetamol 500mg,Pain Relief,Tablet,Novartis,Munich Hub,Hanover Medical Center,Munich,BioLogistics GmbH,21-01-2024,26-01-2024,Cancelled,Not Applicable,Cancelled,1566,220.11,344692.26,19.2,278511.35,Pending,No,Ambient (15-25°C),No,Not Applicable,25-01-2026,14142,4712,4,Non-Compliant
ORD000391,BATCH00391,Metformin 500mg,Diabetes,Tablet,Abbott,Berlin Central,Nuremberg Clinic,Berlin,DHL Medical,12-10-2024,15-10-2024,21-10-2024,9,Delivered,2411,278.79,672162.69,0.8,666785.39,Paid,No,Ambient (15-25°C),No,Not Applicable,14-08-2027,30046,3055,11,Non-Compliant
ORD000392,BATCH00392,Azithromycin 500mg,Antibiotic,Tablet,Sanofi,Frankfurt Depot,Stuttgart Health Center,Frankfurt,MedExpress,23-05-2022,27-05-2022,Not Delivered Yet,Not Applicable,In Transit,3060,90.06,275583.6,20,220466.88,Pending,No,Refrigerated (2-8°C),No,Not Applicable,22-02-2026,34353,1196,2,Compliant
ORD000393,BATCH00393,Vitamin D3 1000IU,Supplement,Tablet,Bayer,Cologne Warehouse,Bremen Health Institute,Cologne,DHL Medical,13-05-2022,16-05-2022,18-05-2022,5,Delivered,2824,100.53,283896.72,16.9,235918.17,Pending,No,Ambient (15-25°C),No,Not Applicable,17-08-2025,47626,4588,5,Under Review
ORD000394,BATCH00394,Fluoxetine 20mg,Antidepressant,Capsule,Johnson & Johnson,Leipzig Store,Dresden Hospital,Leipzig,UPS Pharma,08-04-2024,12-04-2024,Cancelled,Not Applicable,Cancelled,4239,139.81,592654.59,15.4,501385.78,Pending,No,Ambient (15-25°C),No,Not Applicable,15-11-2025,15227,1602,1,Compliant
ORD000395,BATCH00395,Amoxicillin 250mg,Antibiotic,Capsule,Novartis,Frankfurt Depot,Berlin University Hospital,Frankfurt,FedEx Health,01-11-2023,03-11-2023,00-01-1900,Not Applicable,Returned,2530,311.17,787260.1,1.9,772302.16,Pending,No,Refrigerated (2-8°C),No,Quality Issue,05-04-2025,13333,2904,11,Non-Compliant
ORD000396,BATCH00396,Dexamethasone 4mg,Steroid,Tablet,Sanofi,Hamburg Port,Hanover Medical Center,Hamburg,UPS Pharma,06-03-2022,10-03-2022,11-03-2022,5,Delivered,3192,225.33,719253.36,17.1,596261.04,Paid,No,Ambient (15-25°C),Yes,Not Applicable,28-08-2025,36581,2982,12,Compliant
ORD000397,BATCH00397,Dexamethasone 4mg,Steroid,Tablet,Bayer,Munich Hub,Stuttgart Health Center,Munich,BioLogistics GmbH,25-09-2024,26-09-2024,00-01-1900,Not Applicable,Returned,4710,337.67,1590425.7,13.2,1380489.51,Overdue,No,Refrigerated (2-8°C),No,Quality Issue,29-07-2029,10343,4650,1,Non-Compliant
ORD000398,BATCH00398,Insulin Glargine,Diabetes,Injection,GSK,Stuttgart Center,Dresden Hospital,Stuttgart,ColdChain Logistics,06-08-2023,09-08-2023,17-08-2023,11,Delayed,280,295.44,82723.2,2.6,80572.4,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,25-08-2026,1862,3295,7,Compliant
ORD000399,BATCH00399,COVID-19 Vaccine,Vaccine,Injection,Abbott,Hamburg Port,Dresden Hospital,Hamburg,UPS Pharma,16-05-2023,18-05-2023,20-05-2023,4,Delivered,2606,296.47,772600.82,18.2,631987.47,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,26-09-2024,22224,1890,1,Under Review
ORD000400,BATCH00400,Lisinopril 10mg,Hypertension,Tablet,Pfizer,Frankfurt Depot,Dresden Hospital,Frankfurt,ColdChain Logistics,01-07-2023,02-07-2023,00-01-1900,Not Applicable,Returned,3897,294.2,1146497.4,19.7,920637.41,Pending,No,Refrigerated (2-8°C),No,Damaged,12-08-2026,6657,2186,6,Non-Compliant
ORD000401,BATCH00401,Ciprofloxacin 500mg,Antibiotic,Tablet,Abbott,Munich Hub,Bremen Health Institute,Munich,UPS Pharma,11-06-2024,13-06-2024,28-06-2024,17,Delayed,667,420.27,280320.09,10.7,250325.84,Overdue,No,Ambient (15-25°C),Yes,Not Applicable,20-01-2027,26447,2350,10,Compliant
ORD000402,BATCH00402,Fluoxetine 20mg,Antidepressant,Capsule,Novartis,Stuttgart Center,Cologne Medical Hub,Stuttgart,UPS Pharma,06-03-2025,11-03-2025,15-03-2025,9,Delivered,3548,105.26,373462.48,15.9,314081.95,Paid,No,Ambient (15-25°C),No,Not Applicable,30-10-2029,28471,4923,6,Compliant
ORD000403,BATCH00403,COVID-19 Vaccine,Vaccine,Injection,Bayer,Hamburg Port,Bremen Health Institute,Hamburg,ColdChain Logistics,26-01-2025,28-01-2025,Cancelled,Not Applicable,Cancelled,202,314.11,63450.22,10.3,56914.85,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,12-02-2027,43406,4328,5,Under Review
ORD000404,BATCH00404,Prednisolone 5mg,Steroid,Tablet,Bayer,Stuttgart Center,Berlin University Hospital,Stuttgart,ColdChain Logistics,17-01-2024,21-01-2024,Not Delivered Yet,Not Applicable,In Transit,1260,120.57,151918.2,14.9,129282.39,Paid,No,Ambient (15-25°C),No,Not Applicable,22-09-2026,41645,2167,14,Non-Compliant
ORD000405,BATCH00405,Insulin Glargine,Diabetes,Injection,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,UPS Pharma,11-04-2024,13-04-2024,Not Delivered Yet,Not Applicable,In Transit,980,75.41,73901.8,0.6,73458.39,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,06-01-2027,28682,3957,11,Compliant
ORD000406,BATCH00406,Cetirizine 10mg,Allergy,Tablet,Roche,Hamburg Port,Hamburg Medical Center,Hamburg,DHL Medical,23-07-2023,28-07-2023,Not Delivered Yet,Not Applicable,Pending,1491,322.32,480579.12,0.8,476734.49,Paid,No,Ambient (15-25°C),No,Not Applicable,13-04-2027,20672,2941,14,Compliant
ORD000407,BATCH00407,COVID-19 Vaccine,Vaccine,Injection,Abbott,Cologne Warehouse,Munich Clinic,Cologne,MedExpress,29-04-2023,30-04-2023,05-05-2023,6,Delivered,4148,466.5,1935042,10.4,1733797.63,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,30-07-2027,16602,4566,2,Compliant
ORD000408,BATCH00408,Prednisolone 5mg,Steroid,Tablet,Novartis,Leipzig Store,Cologne Medical Hub,Leipzig,UPS Pharma,29-04-2023,03-05-2023,00-01-1900,Not Applicable,Returned,1835,72.57,133165.95,3.5,128505.14,Pending,No,Ambient (15-25°C),No,Damaged,11-11-2025,35061,3569,12,Compliant
ORD000409,BATCH00409,Lisinopril 10mg,Hypertension,Tablet,Sanofi,Frankfurt Depot,Nuremberg Clinic,Frankfurt,BioLogistics GmbH,23-07-2023,25-07-2023,Not Delivered Yet,Not Applicable,In Transit,3023,237.87,719081.01,7.4,665869.02,Overdue,No,Ambient (15-25°C),No,Not Applicable,14-04-2026,2381,947,12,Compliant
ORD000410,BATCH00410,Insulin Glargine,Diabetes,Injection,Sanofi,Frankfurt Depot,Stuttgart Health Center,Frankfurt,BioLogistics GmbH,07-09-2022,12-09-2022,23-09-2022,16,Delayed,3674,194.54,714739.96,18.2,584657.29,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,19-11-2025,19819,1239,14,Compliant
ORD000411,BATCH00411,Salbutamol Inhaler,Respiratory,Inhaler,AstraZeneca,Leipzig Store,Hamburg Medical Center,Leipzig,MedExpress,12-04-2024,13-04-2024,25-04-2024,13,Delayed,706,411.69,290653.14,18.8,236010.35,Paid,No,Refrigerated (2-8°C),No,Not Applicable,02-12-2027,47114,3960,14,Compliant
ORD000412,BATCH00412,Omeprazole 20mg,Gastric,Capsule,Johnson & Johnson,Stuttgart Center,Munich Clinic,Stuttgart,UPS Pharma,26-01-2025,29-01-2025,00-01-1900,Not Applicable,Returned,3763,347.76,1308620.88,15.2,1109710.51,Paid,No,Refrigerated (2-8°C),No,Quality Issue,31-08-2029,301,3782,4,Compliant
ORD000413,BATCH00413,Lisinopril 10mg,Hypertension,Tablet,Merck,Berlin Central,Munich Clinic,Berlin,FedEx Health,23-11-2024,25-11-2024,Not Delivered Yet,Not Applicable,In Transit,4916,343.03,1686335.48,15.9,1418208.14,Paid,No,Ambient (15-25°C),No,Not Applicable,08-09-2027,17183,1921,11,Under Review
ORD000414,BATCH00414,Lisinopril 10mg,Hypertension,Tablet,Johnson & Johnson,Munich Hub,Munich Clinic,Munich,MedExpress,08-01-2023,12-01-2023,26-01-2023,18,Delayed,4722,112.63,531838.86,19,430789.48,Paid,No,Refrigerated (2-8°C),No,Not Applicable,24-02-2027,5931,4288,4,Compliant
ORD000415,BATCH00415,Omeprazole 20mg,Gastric,Capsule,Pfizer,Frankfurt Depot,Bremen Health Institute,Frankfurt,MedExpress,02-11-2022,03-11-2022,Not Delivered Yet,Not Applicable,Pending,3064,85.48,261910.72,11.3,232314.81,Pending,No,Refrigerated (2-8°C),No,Not Applicable,30-11-2023,44245,4548,2,Compliant
ORD000416,BATCH00416,Cetirizine 10mg,Allergy,Tablet,AstraZeneca,Leipzig Store,Stuttgart Health Center,Leipzig,UPS Pharma,22-02-2024,24-02-2024,Cancelled,Not Applicable,Cancelled,3583,428.24,1534383.92,12,1350257.85,Pending,No,Refrigerated (2-8°C),No,Not Applicable,23-09-2026,11920,3846,13,Compliant
ORD000417,BATCH00417,Paracetamol 500mg,Pain Relief,Tablet,Johnson & Johnson,Hamburg Port,Frankfurt General Hospital,Hamburg,ColdChain Logistics,24-05-2023,27-05-2023,Cancelled,Not Applicable,Cancelled,4825,342.29,1651549.25,9.2,1499606.72,Paid,No,Ambient (15-25°C),No,Not Applicable,13-06-2024,45517,3756,11,Compliant
ORD000418,BATCH00418,Vitamin D3 1000IU,Supplement,Tablet,Bayer,Cologne Warehouse,Bremen Health Institute,Cologne,UPS Pharma,15-07-2022,20-07-2022,21-07-2022,6,Delivered,476,166.76,79377.76,4.7,75647.01,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,09-07-2025,46602,872,1,Compliant
ORD000419,BATCH00419,Ciprofloxacin 500mg,Antibiotic,Tablet,Merck,Frankfurt Depot,Stuttgart Health Center,Frankfurt,MedExpress,28-09-2022,03-10-2022,11-10-2022,13,Delayed,4805,90.1,432930.5,3.4,418210.86,Paid,No,Ambient (15-25°C),No,Not Applicable,03-07-2026,5975,3099,12,Under Review
ORD000420,BATCH00420,COVID-19 Vaccine,Vaccine,Injection,Roche,Hamburg Port,Munich Clinic,Hamburg,UPS Pharma,19-09-2022,23-09-2022,30-09-2022,11,Delivered,2351,374.04,879368.04,18.5,716684.95,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,20-04-2025,40269,2660,9,Compliant
ORD000421,BATCH00421,COVID-19 Vaccine,Vaccine,Injection,Roche,Hamburg Port,Nuremberg Clinic,Hamburg,FedEx Health,19-04-2022,21-04-2022,Cancelled,Not Applicable,Cancelled,1267,27.76,35171.92,3.7,33870.56,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,07-12-2025,28701,1450,8,Compliant
ORD000422,BATCH00422,Morphine 10mg,Pain Relief,Injection,Abbott,Cologne Warehouse,Hanover Medical Center,Cologne,MedExpress,06-10-2024,07-10-2024,Cancelled,Not Applicable,Cancelled,1262,62.27,78584.74,1.9,77091.63,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,10-05-2027,49247,4667,14,Compliant
ORD000423,BATCH00423,Fluoxetine 20mg,Antidepressant,Capsule,Merck,Munich Hub,Bremen Health Institute,Munich,DHL Medical,02-05-2024,03-05-2024,05-05-2024,3,Delivered,4130,338.62,1398500.6,17.7,1150965.99,Paid,No,Ambient (15-25°C),No,Not Applicable,24-06-2025,25932,3560,10,Compliant
ORD000424,BATCH00424,Lisinopril 10mg,Hypertension,Tablet,Roche,Berlin Central,Munich Clinic,Berlin,MedExpress,18-07-2024,21-07-2024,Cancelled,Not Applicable,Cancelled,4917,329.17,1618528.89,6.6,1511705.98,Pending,No,Refrigerated (2-8°C),No,Not Applicable,15-10-2025,21393,1559,4,Compliant
ORD000425,BATCH00425,Salbutamol Inhaler,Respiratory,Inhaler,Abbott,Leipzig Store,Berlin University Hospital,Leipzig,BioLogistics GmbH,25-01-2025,30-01-2025,03-02-2025,9,Delivered,808,199.73,161381.84,3.6,155572.09,Paid,No,Ambient (15-25°C),Yes,Not Applicable,20-04-2028,10778,3682,13,Non-Compliant
ORD000426,BATCH00426,Salbutamol Inhaler,Respiratory,Inhaler,Roche,Berlin Central,Stuttgart Health Center,Berlin,MedExpress,28-09-2023,03-10-2023,00-01-1900,Not Applicable,Returned,1125,179.84,202320,1.9,198475.92,Pending,No,Refrigerated (2-8°C),No,Quality Issue,19-10-2026,31323,2699,10,Under Review
